Step,AgentID,AgentType,consumption
3,31,ResidentialBuildingAgent,3790.0
3,32,ResidentialBuildingAgent,3790.0
3,33,ResidentialBuildingAgent,3790.0
3,34,ResidentialBuildingAgent,3790.0
3,35,ResidentialBuildingAgent,3790.0
3,36,ResidentialBuildingAgent,3790.0
3,37,ResidentialBuildingAgent,3790.0
3,38,ResidentialBuildingAgent,3790.0
3,39,ResidentialBuildingAgent,3790.0
3,40,ResidentialBuildingAgent,3790.0
3,41,ResidentialBuildingAgent,3790.0
4,1,EnterpriseBuildingAgent,2300.0114004653524
4,2,OfficeBuildingAgent,675.0
4,3,OfficeBuildingAgent,2700.0
4,4,OfficeBuildingAgent,6750.0
4,5,OfficeBuildingAgent,6750.0
4,6,HospitalBuildingAgent,21464.8401826484
4,7,HospitalBuildingAgent,21464.8401826484
4,8,MallAgent,244.08208461334155
4,9,MallAgent,244.08208461334155
4,10,ModernResidentialBuildingAgent,1650.0
4,11,ModernResidentialBuildingAgent,1650.0
4,12,ModernResidentialBuildingAgent,1650.0
4,13,ModernResidentialBuildingAgent,1650.0
4,14,ModernResidentialBuildingAgent,1650.0
4,15,ModernResidentialBuildingAgent,1650.0
4,16,ModernResidentialBuildingAgent,1650.0
4,17,ModernResidentialBuildingAgent,1650.0
4,18,ModernResidentialBuildingAgent,1650.0
4,19,ModernResidentialBuildingAgent,1650.0
4,20,ModernResidentialBuildingAgent,1650.0
4,21,ModernResidentialBuildingAgent,1650.0
4,22,ModernResidentialBuildingAgent,1650.0
4,23,ModernResidentialBuildingAgent,1650.0
4,24,ModernResidentialBuildingAgent,1650.0
4,25,ModernResidentialBuildingAgent,1650.0
4,26,ModernResidentialBuildingAgent,1650.0
4,27,ModernResidentialBuildingAgent,1650.0
4,28,ModernResidentialBuildingAgent,1650.0
4,29,ModernResidentialBuildingAgent,1650.0
4,30,ResidentialBuildingAgent,3790.0
4,31,ResidentialBuildingAgent,3790.0
4,32,ResidentialBuildingAgent,3790.0
4,33,ResidentialBuildingAgent,3790.0
4,34,ResidentialBuildingAgent,3790.0
4,35,ResidentialBuildingAgent,3790.0
4,36,ResidentialBuildingAgent,3790.0
4,37,ResidentialBuildingAgent,3790.0
4,38,ResidentialBuildingAgent,3790.0
4,39,ResidentialBuildingAgent,3790.0
4,40,ResidentialBuildingAgent,3790.0
4,41,ResidentialBuildingAgent,3790.0
5,1,EnterpriseBuildingAgent,2300.0114004653524
5,2,OfficeBuildingAgent,675.0
5,3,OfficeBuildingAgent,2700.0
5,4,OfficeBuildingAgent,6750.0
5,5,OfficeBuildingAgent,6750.0
5,6,HospitalBuildingAgent,21464.8401826484
5,7,HospitalBuildingAgent,21464.8401826484
5,8,MallAgent,269.9349391691343
5,9,MallAgent,269.9349391691343
5,10,ModernResidentialBuildingAgent,1650.0
5,11,ModernResidentialBuildingAgent,1650.0
5,12,ModernResidentialBuildingAgent,1650.0
5,13,ModernResidentialBuildingAgent,1650.0
5,14,ModernResidentialBuildingAgent,1650.0
5,15,ModernResidentialBuildingAgent,1650.0
5,16,ModernResidentialBuildingAgent,1650.0
5,17,ModernResidentialBuildingAgent,1650.0
5,18,ModernResidentialBuildingAgent,1650.0
5,19,ModernResidentialBuildingAgent,1650.0
5,20,ModernResidentialBuildingAgent,1650.0
5,21,ModernResidentialBuildingAgent,1650.0
5,22,ModernResidentialBuildingAgent,1650.0
5,23,ModernResidentialBuildingAgent,1650.0
5,24,ModernResidentialBuildingAgent,1650.0
5,25,ModernResidentialBuildingAgent,1650.0
5,26,ModernResidentialBuildingAgent,1650.0
5,27,ModernResidentialBuildingAgent,1650.0
5,28,ModernResidentialBuildingAgent,1650.0
5,29,ModernResidentialBuildingAgent,1650.0
5,30,ResidentialBuildingAgent,3790.0
5,31,ResidentialBuildingAgent,3790.0
5,32,ResidentialBuildingAgent,3790.0
5,33,ResidentialBuildingAgent,3790.0
5,34,ResidentialBuildingAgent,3790.0
5,35,ResidentialBuildingAgent,3790.0
5,36,ResidentialBuildingAgent,3790.0
5,37,ResidentialBuildingAgent,3790.0
5,38,ResidentialBuildingAgent,3790.0
5,39,ResidentialBuildingAgent,3790.0
5,40,ResidentialBuildingAgent,3790.0
5,41,ResidentialBuildingAgent,3790.0
6,1,EnterpriseBuildingAgent,2251.9219004309225
6,2,OfficeBuildingAgent,675.0
6,3,OfficeBuildingAgent,2700.0
6,4,OfficeBuildingAgent,6750.0
6,5,OfficeBuildingAgent,6750.0
6,6,HospitalBuildingAgent,21464.8401826484
6,7,HospitalBuildingAgent,21464.8401826484
6,8,MallAgent,269.9349391691343
6,9,MallAgent,269.9349391691343
6,10,ModernResidentialBuildingAgent,1650.0
6,11,ModernResidentialBuildingAgent,1650.0
6,12,ModernResidentialBuildingAgent,1650.0
6,13,ModernResidentialBuildingAgent,1650.0
6,14,ModernResidentialBuildingAgent,1650.0
6,15,ModernResidentialBuildingAgent,1650.0
6,16,ModernResidentialBuildingAgent,1650.0
6,17,ModernResidentialBuildingAgent,1650.0
6,18,ModernResidentialBuildingAgent,1650.0
6,19,ModernResidentialBuildingAgent,1650.0
6,20,ModernResidentialBuildingAgent,1650.0
6,21,ModernResidentialBuildingAgent,1650.0
6,22,ModernResidentialBuildingAgent,1650.0
6,23,ModernResidentialBuildingAgent,1650.0
6,24,ModernResidentialBuildingAgent,1650.0
6,25,ModernResidentialBuildingAgent,1650.0
6,26,ModernResidentialBuildingAgent,1650.0
6,27,ModernResidentialBuildingAgent,1650.0
6,28,ModernResidentialBuildingAgent,1650.0
6,29,ModernResidentialBuildingAgent,1650.0
6,30,ResidentialBuildingAgent,3790.0
6,31,ResidentialBuildingAgent,3790.0
6,32,ResidentialBuildingAgent,3790.0
6,33,ResidentialBuildingAgent,3790.0
6,34,ResidentialBuildingAgent,3790.0
6,35,ResidentialBuildingAgent,3790.0
6,36,ResidentialBuildingAgent,3790.0
6,37,ResidentialBuildingAgent,3790.0
6,38,ResidentialBuildingAgent,3790.0
6,39,ResidentialBuildingAgent,3790.0
6,40,ResidentialBuildingAgent,3790.0
6,41,ResidentialBuildingAgent,3790.0
7,1,EnterpriseBuildingAgent,2251.9219004309225
7,2,OfficeBuildingAgent,675.0
7,3,OfficeBuildingAgent,2700.0
7,4,OfficeBuildingAgent,6750.0
7,5,OfficeBuildingAgent,6750.0
7,6,HospitalBuildingAgent,21464.8401826484
7,7,HospitalBuildingAgent,21464.8401826484
7,8,MallAgent,269.9349391691343
7,9,MallAgent,269.9349391691343
7,10,ModernResidentialBuildingAgent,1650.0
7,11,ModernResidentialBuildingAgent,1650.0
7,12,ModernResidentialBuildingAgent,1650.0
7,13,ModernResidentialBuildingAgent,1650.0
7,14,ModernResidentialBuildingAgent,1650.0
7,15,ModernResidentialBuildingAgent,1650.0
7,16,ModernResidentialBuildingAgent,1650.0
7,17,ModernResidentialBuildingAgent,1650.0
7,18,ModernResidentialBuildingAgent,1650.0
7,19,ModernResidentialBuildingAgent,1650.0
7,20,ModernResidentialBuildingAgent,1650.0
7,21,ModernResidentialBuildingAgent,1650.0
7,22,ModernResidentialBuildingAgent,1650.0
7,23,ModernResidentialBuildingAgent,1650.0
7,24,ModernResidentialBuildingAgent,1650.0
7,25,ModernResidentialBuildingAgent,1650.0
7,26,ModernResidentialBuildingAgent,1650.0
7,27,ModernResidentialBuildingAgent,1650.0
7,28,ModernResidentialBuildingAgent,1650.0
7,29,ModernResidentialBuildingAgent,1650.0
7,30,ResidentialBuildingAgent,3790.0
7,31,ResidentialBuildingAgent,3790.0
7,32,ResidentialBuildingAgent,3790.0
7,33,ResidentialBuildingAgent,3790.0
7,34,ResidentialBuildingAgent,3790.0
7,35,ResidentialBuildingAgent,3790.0
7,36,ResidentialBuildingAgent,3790.0
7,37,ResidentialBuildingAgent,3790.0
7,38,ResidentialBuildingAgent,3790.0
7,39,ResidentialBuildingAgent,3790.0
7,40,ResidentialBuildingAgent,3790.0
7,41,ResidentialBuildingAgent,3790.0
8,1,EnterpriseBuildingAgent,2251.9219004309225
8,2,OfficeBuildingAgent,675.0
8,3,OfficeBuildingAgent,2700.0
8,4,OfficeBuildingAgent,6750.0
8,5,OfficeBuildingAgent,6750.0
8,6,HospitalBuildingAgent,21464.8401826484
8,7,HospitalBuildingAgent,21464.8401826484
8,8,MallAgent,269.9349391691343
8,9,MallAgent,269.9349391691343
8,10,ModernResidentialBuildingAgent,1650.0
8,11,ModernResidentialBuildingAgent,1650.0
8,12,ModernResidentialBuildingAgent,1650.0
8,13,ModernResidentialBuildingAgent,1650.0
8,14,ModernResidentialBuildingAgent,1650.0
8,15,ModernResidentialBuildingAgent,1650.0
8,16,ModernResidentialBuildingAgent,1650.0
8,17,ModernResidentialBuildingAgent,1650.0
8,18,ModernResidentialBuildingAgent,1650.0
8,19,ModernResidentialBuildingAgent,1650.0
8,20,ModernResidentialBuildingAgent,1650.0
8,21,ModernResidentialBuildingAgent,1650.0
8,22,ModernResidentialBuildingAgent,1650.0
8,23,ModernResidentialBuildingAgent,1650.0
8,24,ModernResidentialBuildingAgent,1650.0
8,25,ModernResidentialBuildingAgent,1650.0
8,26,ModernResidentialBuildingAgent,1650.0
8,27,ModernResidentialBuildingAgent,1650.0
8,28,ModernResidentialBuildingAgent,1650.0
8,29,ModernResidentialBuildingAgent,1650.0
8,30,ResidentialBuildingAgent,3790.0
8,31,ResidentialBuildingAgent,3790.0
8,32,ResidentialBuildingAgent,3790.0
8,33,ResidentialBuildingAgent,3790.0
8,34,ResidentialBuildingAgent,3790.0
8,35,ResidentialBuildingAgent,3790.0
8,36,ResidentialBuildingAgent,3790.0
8,37,ResidentialBuildingAgent,3790.0
8,38,ResidentialBuildingAgent,3790.0
8,39,ResidentialBuildingAgent,3790.0
8,40,ResidentialBuildingAgent,3790.0
8,41,ResidentialBuildingAgent,3790.0
9,1,EnterpriseBuildingAgent,2317.6108991624837
9,2,OfficeBuildingAgent,5525.0
9,3,OfficeBuildingAgent,22100.0
9,4,OfficeBuildingAgent,55250.0
9,5,OfficeBuildingAgent,55250.0
9,6,HospitalBuildingAgent,21464.8401826484
9,7,HospitalBuildingAgent,21464.8401826484
9,8,MallAgent,226.33087259682566
9,9,MallAgent,226.33087259682566
9,10,ModernResidentialBuildingAgent,1650.0
9,11,ModernResidentialBuildingAgent,1650.0
9,12,ModernResidentialBuildingAgent,1650.0
9,13,ModernResidentialBuildingAgent,1650.0
9,14,ModernResidentialBuildingAgent,1650.0
9,15,ModernResidentialBuildingAgent,1650.0
9,16,ModernResidentialBuildingAgent,1650.0
9,17,ModernResidentialBuildingAgent,1650.0
9,18,ModernResidentialBuildingAgent,1650.0
9,19,ModernResidentialBuildingAgent,1650.0
9,20,ModernResidentialBuildingAgent,1650.0
9,21,ModernResidentialBuildingAgent,1650.0
9,22,ModernResidentialBuildingAgent,1650.0
9,23,ModernResidentialBuildingAgent,1650.0
9,24,ModernResidentialBuildingAgent,1650.0
9,25,ModernResidentialBuildingAgent,1650.0
9,26,ModernResidentialBuildingAgent,1650.0
9,27,ModernResidentialBuildingAgent,1650.0
9,28,ModernResidentialBuildingAgent,1650.0
9,29,ModernResidentialBuildingAgent,1650.0
9,30,ResidentialBuildingAgent,3790.0
9,31,ResidentialBuildingAgent,3790.0
9,32,ResidentialBuildingAgent,3790.0
9,33,ResidentialBuildingAgent,3790.0
9,34,ResidentialBuildingAgent,3790.0
9,35,ResidentialBuildingAgent,3790.0
9,36,ResidentialBuildingAgent,3790.0
9,37,ResidentialBuildingAgent,3790.0
9,38,ResidentialBuildingAgent,3790.0
9,39,ResidentialBuildingAgent,3790.0
9,40,ResidentialBuildingAgent,3790.0
9,41,ResidentialBuildingAgent,3790.0
10,1,EnterpriseBuildingAgent,2764.872094410595
10,2,OfficeBuildingAgent,5525.0
10,3,OfficeBuildingAgent,22100.0
10,4,OfficeBuildingAgent,55250.0
10,5,OfficeBuildingAgent,55250.0
10,6,HospitalBuildingAgent,21464.8401826484
10,7,HospitalBuildingAgent,21464.8401826484
10,8,MallAgent,226.33087259682566
10,9,MallAgent,226.33087259682566
10,10,ModernResidentialBuildingAgent,1650.0
10,11,ModernResidentialBuildingAgent,1650.0
10,12,ModernResidentialBuildingAgent,1650.0
10,13,ModernResidentialBuildingAgent,1650.0
10,14,ModernResidentialBuildingAgent,1650.0
10,15,ModernResidentialBuildingAgent,1650.0
10,16,ModernResidentialBuildingAgent,1650.0
10,17,ModernResidentialBuildingAgent,1650.0
10,18,ModernResidentialBuildingAgent,1650.0
10,19,ModernResidentialBuildingAgent,1650.0
10,20,ModernResidentialBuildingAgent,1650.0
10,21,ModernResidentialBuildingAgent,1650.0
10,22,ModernResidentialBuildingAgent,1650.0
10,23,ModernResidentialBuildingAgent,1650.0
10,24,ModernResidentialBuildingAgent,1650.0
10,25,ModernResidentialBuildingAgent,1650.0
10,26,ModernResidentialBuildingAgent,1650.0
10,27,ModernResidentialBuildingAgent,1650.0
10,28,ModernResidentialBuildingAgent,1650.0
10,29,ModernResidentialBuildingAgent,1650.0
10,30,ResidentialBuildingAgent,3790.0
10,31,ResidentialBuildingAgent,3790.0
10,32,ResidentialBuildingAgent,3790.0
10,33,ResidentialBuildingAgent,3790.0
10,34,ResidentialBuildingAgent,3790.0
10,35,ResidentialBuildingAgent,3790.0
10,36,ResidentialBuildingAgent,3790.0
10,37,ResidentialBuildingAgent,3790.0
10,38,ResidentialBuildingAgent,3790.0
10,39,ResidentialBuildingAgent,3790.0
10,40,ResidentialBuildingAgent,3790.0
10,41,ResidentialBuildingAgent,3790.0
11,1,EnterpriseBuildingAgent,3684.406825864078
11,2,OfficeBuildingAgent,5525.0
11,3,OfficeBuildingAgent,22100.0
11,4,OfficeBuildingAgent,55250.0
11,5,OfficeBuildingAgent,55250.0
11,6,HospitalBuildingAgent,21464.8401826484
11,7,HospitalBuildingAgent,21464.8401826484
11,8,MallAgent,201.23843043186326
11,9,MallAgent,201.23843043186326
11,10,ModernResidentialBuildingAgent,1650.0
11,11,ModernResidentialBuildingAgent,1650.0
11,12,ModernResidentialBuildingAgent,1650.0
11,13,ModernResidentialBuildingAgent,1650.0
11,14,ModernResidentialBuildingAgent,1650.0
11,15,ModernResidentialBuildingAgent,1650.0
11,16,ModernResidentialBuildingAgent,1650.0
11,17,ModernResidentialBuildingAgent,1650.0
11,18,ModernResidentialBuildingAgent,1650.0
11,19,ModernResidentialBuildingAgent,1650.0
11,20,ModernResidentialBuildingAgent,1650.0
11,21,ModernResidentialBuildingAgent,1650.0
11,22,ModernResidentialBuildingAgent,1650.0
11,23,ModernResidentialBuildingAgent,1650.0
11,24,ModernResidentialBuildingAgent,1650.0
11,25,ModernResidentialBuildingAgent,1650.0
11,26,ModernResidentialBuildingAgent,1650.0
11,27,ModernResidentialBuildingAgent,1650.0
11,28,ModernResidentialBuildingAgent,1650.0
11,29,ModernResidentialBuildingAgent,1650.0
11,30,ResidentialBuildingAgent,3790.0
11,31,ResidentialBuildingAgent,3790.0
11,32,ResidentialBuildingAgent,3790.0
11,33,ResidentialBuildingAgent,3790.0
11,34,ResidentialBuildingAgent,3790.0
11,35,ResidentialBuildingAgent,3790.0
11,36,ResidentialBuildingAgent,3790.0
11,37,ResidentialBuildingAgent,3790.0
11,38,ResidentialBuildingAgent,3790.0
11,39,ResidentialBuildingAgent,3790.0
11,40,ResidentialBuildingAgent,3790.0
11,41,ResidentialBuildingAgent,3790.0
12,1,EnterpriseBuildingAgent,4424.698254839336
12,2,OfficeBuildingAgent,5525.0
12,3,OfficeBuildingAgent,22100.0
12,4,OfficeBuildingAgent,55250.0
12,5,OfficeBuildingAgent,55250.0
12,6,HospitalBuildingAgent,21464.8401826484
12,7,HospitalBuildingAgent,21464.8401826484
12,8,MallAgent,1934.0886470634255
12,9,MallAgent,1934.0886470634255
12,10,ModernResidentialBuildingAgent,1650.0
12,11,ModernResidentialBuildingAgent,1650.0
12,12,ModernResidentialBuildingAgent,1650.0
12,13,ModernResidentialBuildingAgent,1650.0
12,14,ModernResidentialBuildingAgent,1650.0
12,15,ModernResidentialBuildingAgent,1650.0
12,16,ModernResidentialBuildingAgent,1650.0
12,17,ModernResidentialBuildingAgent,1650.0
12,18,ModernResidentialBuildingAgent,1650.0
12,19,ModernResidentialBuildingAgent,1650.0
12,20,ModernResidentialBuildingAgent,1650.0
12,21,ModernResidentialBuildingAgent,1650.0
12,22,ModernResidentialBuildingAgent,1650.0
12,23,ModernResidentialBuildingAgent,1650.0
12,24,ModernResidentialBuildingAgent,1650.0
12,25,ModernResidentialBuildingAgent,1650.0
12,26,ModernResidentialBuildingAgent,1650.0
12,27,ModernResidentialBuildingAgent,1650.0
12,28,ModernResidentialBuildingAgent,1650.0
12,29,ModernResidentialBuildingAgent,1650.0
12,30,ResidentialBuildingAgent,3790.0
12,31,ResidentialBuildingAgent,3790.0
12,32,ResidentialBuildingAgent,3790.0
12,33,ResidentialBuildingAgent,3790.0
12,34,ResidentialBuildingAgent,3790.0
12,35,ResidentialBuildingAgent,3790.0
12,36,ResidentialBuildingAgent,3790.0
12,37,ResidentialBuildingAgent,3790.0
12,38,ResidentialBuildingAgent,3790.0
12,39,ResidentialBuildingAgent,3790.0
12,40,ResidentialBuildingAgent,3790.0
12,41,ResidentialBuildingAgent,3790.0
13,1,EnterpriseBuildingAgent,4146.469883129339
13,2,OfficeBuildingAgent,5525.0
13,3,OfficeBuildingAgent,22100.0
13,4,OfficeBuildingAgent,55250.0
13,5,OfficeBuildingAgent,55250.0
13,6,HospitalBuildingAgent,21464.8401826484
13,7,HospitalBuildingAgent,21464.8401826484
13,8,MallAgent,2587.9881441415278
13,9,MallAgent,2587.9881441415278
13,10,ModernResidentialBuildingAgent,1650.0
13,11,ModernResidentialBuildingAgent,1650.0
13,12,ModernResidentialBuildingAgent,1650.0
13,13,ModernResidentialBuildingAgent,1650.0
13,14,ModernResidentialBuildingAgent,1650.0
13,15,ModernResidentialBuildingAgent,1650.0
13,16,ModernResidentialBuildingAgent,1650.0
13,17,ModernResidentialBuildingAgent,1650.0
13,18,ModernResidentialBuildingAgent,1650.0
13,19,ModernResidentialBuildingAgent,1650.0
13,20,ModernResidentialBuildingAgent,1650.0
13,21,ModernResidentialBuildingAgent,1650.0
13,22,ModernResidentialBuildingAgent,1650.0
13,23,ModernResidentialBuildingAgent,1650.0
13,24,ModernResidentialBuildingAgent,1650.0
13,25,ModernResidentialBuildingAgent,1650.0
13,26,ModernResidentialBuildingAgent,1650.0
13,27,ModernResidentialBuildingAgent,1650.0
13,28,ModernResidentialBuildingAgent,1650.0
13,29,ModernResidentialBuildingAgent,1650.0
13,30,ResidentialBuildingAgent,3790.0
13,31,ResidentialBuildingAgent,3790.0
13,32,ResidentialBuildingAgent,3790.0
13,33,ResidentialBuildingAgent,3790.0
13,34,ResidentialBuildingAgent,3790.0
13,35,ResidentialBuildingAgent,3790.0
13,36,ResidentialBuildingAgent,3790.0
13,37,ResidentialBuildingAgent,3790.0
13,38,ResidentialBuildingAgent,3790.0
13,39,ResidentialBuildingAgent,3790.0
13,40,ResidentialBuildingAgent,3790.0
13,41,ResidentialBuildingAgent,3790.0
14,1,EnterpriseBuildingAgent,1282.2232990915495
14,2,OfficeBuildingAgent,5525.0
14,3,OfficeBuildingAgent,22100.0
14,4,OfficeBuildingAgent,55250.0
14,5,OfficeBuildingAgent,55250.0
14,6,HospitalBuildingAgent,21464.8401826484
14,7,HospitalBuildingAgent,21464.8401826484
14,8,MallAgent,3386.031039039205
14,9,MallAgent,3386.031039039205
14,10,ModernResidentialBuildingAgent,1650.0
14,11,ModernResidentialBuildingAgent,1650.0
14,12,ModernResidentialBuildingAgent,1650.0
14,13,ModernResidentialBuildingAgent,1650.0
14,14,ModernResidentialBuildingAgent,1650.0
14,15,ModernResidentialBuildingAgent,1650.0
14,16,ModernResidentialBuildingAgent,1650.0
14,17,ModernResidentialBuildingAgent,1650.0
14,18,ModernResidentialBuildingAgent,1650.0
14,19,ModernResidentialBuildingAgent,1650.0
14,20,ModernResidentialBuildingAgent,1650.0
14,21,ModernResidentialBuildingAgent,1650.0
14,22,ModernResidentialBuildingAgent,1650.0
14,23,ModernResidentialBuildingAgent,1650.0
14,24,ModernResidentialBuildingAgent,1650.0
14,25,ModernResidentialBuildingAgent,1650.0
14,26,ModernResidentialBuildingAgent,1650.0
14,27,ModernResidentialBuildingAgent,1650.0
14,28,ModernResidentialBuildingAgent,1650.0
14,29,ModernResidentialBuildingAgent,1650.0
14,30,ResidentialBuildingAgent,3790.0
14,31,ResidentialBuildingAgent,3790.0
14,32,ResidentialBuildingAgent,3790.0
14,33,ResidentialBuildingAgent,3790.0
14,34,ResidentialBuildingAgent,3790.0
14,35,ResidentialBuildingAgent,3790.0
14,36,ResidentialBuildingAgent,3790.0
14,37,ResidentialBuildingAgent,3790.0
14,38,ResidentialBuildingAgent,3790.0
14,39,ResidentialBuildingAgent,3790.0
14,40,ResidentialBuildingAgent,3790.0
14,41,ResidentialBuildingAgent,3790.0
15,1,EnterpriseBuildingAgent,2219.456226759321
15,2,OfficeBuildingAgent,5525.0
15,3,OfficeBuildingAgent,22100.0
15,4,OfficeBuildingAgent,55250.0
15,5,OfficeBuildingAgent,55250.0
15,6,HospitalBuildingAgent,21464.8401826484
15,7,HospitalBuildingAgent,21464.8401826484
15,8,MallAgent,4100.267060204191
15,9,MallAgent,4100.267060204191
15,10,ModernResidentialBuildingAgent,1650.0
15,11,ModernResidentialBuildingAgent,1650.0
15,12,ModernResidentialBuildingAgent,1650.0
15,13,ModernResidentialBuildingAgent,1650.0
15,14,ModernResidentialBuildingAgent,1650.0
15,15,ModernResidentialBuildingAgent,1650.0
15,16,ModernResidentialBuildingAgent,1650.0
15,17,ModernResidentialBuildingAgent,1650.0
15,18,ModernResidentialBuildingAgent,1650.0
15,19,ModernResidentialBuildingAgent,1650.0
15,20,ModernResidentialBuildingAgent,1650.0
15,21,ModernResidentialBuildingAgent,1650.0
15,22,ModernResidentialBuildingAgent,1650.0
15,23,ModernResidentialBuildingAgent,1650.0
15,24,ModernResidentialBuildingAgent,1650.0
15,25,ModernResidentialBuildingAgent,1650.0
15,26,ModernResidentialBuildingAgent,1650.0
15,27,ModernResidentialBuildingAgent,1650.0
15,28,ModernResidentialBuildingAgent,1650.0
15,29,ModernResidentialBuildingAgent,1650.0
15,30,ResidentialBuildingAgent,3790.0
15,31,ResidentialBuildingAgent,3790.0
15,32,ResidentialBuildingAgent,3790.0
15,33,ResidentialBuildingAgent,3790.0
15,34,ResidentialBuildingAgent,3790.0
15,35,ResidentialBuildingAgent,3790.0
15,36,ResidentialBuildingAgent,3790.0
15,37,ResidentialBuildingAgent,3790.0
15,38,ResidentialBuildingAgent,3790.0
